pnr;canton
3371;FR
3372;NE
3373;VD
3374;NE
3375;FR
3376;VD
3377;Genève
3378;VD
3379;GR
3380;VD
3381;ZH
3383;Genève
3384;Genève
3385;Genève
3386;ZH
3387;ZH
3388;ZH
3389;ZH
3390;ZH
3391;ZH
3392;BE
3393;NE
3394;VD
3395;Genève
3396;ZH
3397;NE
3398;ZH
3399;VD
3400;VD
3401;ZH
3402;ZH
3403;VD
3404;VD
3405;ZH
3406;Genève
3407;ZH
3408;BE
3409;NE
3410;VD
3411;Genève
3412;ZH
3413;BE
3414;Genève
3415;ZH
3416;BE
3417;VD
3418;ZH
3419;ZH
3420;ZH
3421;ZH
3422;ZH
3423;ZH
3424;ZH
3425;ZH
3426;ZH
3427;ZH
3428;VD
3429;Genève
3430;BE
3431;Genève
3432;ZH
3433;ZH
3434;ZH
3435;BE
3436;ZH
3437;BS
3438;BE
3439;ZH
3440;BS
3441;VD
3442;BS
3444;BS
3445;Genève
3446;Genève
3447;VD
3448;Genève
3449;Genève
3450;VD
3451;NE
3452;VD
3453;BE
3454;ZH
3455;ZH
3456;NE
3457;Genève
3458;FR
3459;NE
3460;ZH
3461;BS
3462;ZH
3463;BS
3464;Genève
3465;VD
3466;Genève
3467;Genève
3468;BE
3469;VD
3470;Genève
3471;VD
3472;BE
3473;BE
3476;BE
3477;NE
3478;NE
3479;ZH
3480;ZH
3481;VD
3484;VD
3485;BE
3486;VD
3487;VD
3488;FR
3489;ZH
3490;VD
3491;BS
3492;VD
3494;BS
3495;BS
3496;NE
3497;ZH
3498;ZH
3499;NE
3500;VD
3501;ZH
3502;ZH
3503;BE
3504;ZH
3505;VD
3506;Genève
3507;Genève
3508;VD
3509;Genève
3510;ZH
3511;NE
3512;BS
3513;BE
3514;ZH
3515;BS
3516;BS
3517;ZH
3518;ZH
3519;ZH
3520;ZH
3521;ZH
3523;FR
3524;BS
3525;ZH
3526;ZH
3527;ZH
3528;ZH
3529;BE
3530;BS
3531;BS
3532;BS
3533;BS
3534;VD
3535;ZH
3536;VD
3537;ZH
3538;SG
3539;VS
3540;ZH
3541;ZH
3542;BS
3543;VD
3544;ZH
3545;Genève
3546;ZH
3547;BS
3548;ZH
3549;BE
3550;ZH
3551;NE
3552;BS
3553;Genève
3554;BS
3555;Genève
3556;VD
3557;FR
3558;ZH
3560;NE
3561;FR
3563;VD
3564;VD
3565;BE
3566;ZH
3567;VD
3568;VD
3569;VD
3570;Genève
3571;VD
3572;Genève
3573;ZH
3574;Genève
3575;VD
3576;BS
3577;ZH
3578;BS
3579;Genève
3580;BE
3581;Genève
3582;VD
3583;ZH
3584;VD
3585;Genève
3586;ZH
3587;GR
3588;ZH
3589;ZH
3590;BE
3591;VD
3592;Genève
3593;NE
3594;BS
3595;ZH
3596;BE
3597;Genève
3598;NE
3599;ZH
3600;Genève
3601;BE
3602;Genève
3603;VD
3604;ZH
3605;Genève
3606;ZH
3607;ZH
3608;ZH
3609;ZH
3610;Genève
3611;ZH
3613;ZH
3615;BS
3616;Genève
3618;Genève
3619;ZH
3620;ZH
3621;ZH
3623;ZH
3624;ZH
3625;ZH
3626;ZH
3627;ZH
3628;ZH
3629;ZH
3630;BE
3631;ZH
3632;BS
3633;ZH
3634;ZH
3635;ZH
3636;ZH
3637;ZH
3638;BS
3639;BE
3640;VD
3641;VD
3642;ZH
3643;ZH
3644;ZH
3645;ZH
3646;ZH
3647;ZH
3648;BE
3649;Genève
3650;ZH
3651;BS
3652;NE
3653;VD
3654;NE
3655;BS
3656;Genève
3657;Genève
3658;BS
3659;Genève
3660;Genève
3662;VD
3663;VD
3664;ZH
3665;ZH
3666;BE
3667;Genève
3668;Genève
3669;BS
3670;NE
3671;BE
3673;BS
3674;NE
3675;VD
3676;VD
3677;Genève
3678;NE
3679;Genève
3681;VD
3682;VD
3683;NE
3684;VD
3685;FR
3686;VD
3687;BE
3688;VD
3689;BE
3690;Genève
3691;VD
3692;BS
3693;BE
3694;BS
3695;VD
3696;VD
3697;VD
3698;BE
3699;VD
3700;BE
3701;BS
3702;VD
3703;VD
3704;BS
3705;NE
3706;BE
3707;ZH
3708;ZH
3709;ZH
3710;ZH
3711;FR
3712;BE
3713;VD
3714;ZH
3715;VD
3716;NE
3717;ZH
3718;VD
3719;ZH
3720;Genève
3721;BE
3722;VD
3723;ZH
3724;NE
3725;Genève
3726;BS
3727;BS
3728;ZH
3729;BS
3730;ZH
3731;ZH
3732;ZH
3733;VS
3734;ZH
3735;ZH
3736;BS
3737;ZH
3738;BE
3739;BE
3740;BE
3741;
3742;BE
3743;VD
3744;BS
3745;VD
3746;VD
3747;Genève
3748;ZH
3749;VD
3750;VD
3751;ZH
3752;NE
3753;BE
3754;ZH
3755;VD
3756;ZH
3758;VD
3759;VD
3760;ZH
3761;VD
3762;FR
3763;VD
3764;ZH
3765;VD
3766;ZH
3767;BE
3768;FR
3769;VD
3770;BS
3771;VD
3772;ZH
3773;NE
3774;VD
3775;ZH
3776;NE
3777;NE
3778;BS
3779;Genève
3780;Genève
3781;ZH
3782;Genève
3783;BS
3784;ZH
3785;BS
3786;VD
3787;Genève
3788;ZH
3789;Genève
3790;Genève
3791;ZH
3792;NE
3793;ZH
3794;VD
3795;VD
3796;Genève
3797;Genève
3798;ZH
3799;FR
3800;ZH
3801;VD
3803;ZH
3804;Genève
3806;ZH
3807;ZH
3808;Genève
3809;NE
3810;Genève
3811;Genève
3812;ZH
3813;BS
3814;NE
3815;VD
3816;ZH
3817;Genève
3818;ZH
3819;ZH
3820;ZH
3821;ZH
3822;ZH
3823;VD
3824;Genève
3826;VD
3827;VD
3828;VD
3829;NE
3830;VD
3831;
3832;ZH
3833;VD
3834;Genève
3835;Genève
3836;FR
3837;ZH
3838;VD
3839;SG
3840;Genève
3841;ZH
3842;ZH
3843;Genève
3844;ZH
3845;FR
3846;ZH
3847;ZH
3848;NE
3849;ZH
3850;
3851;BE
3852;VD
3853;VD
3854;ZH
3855;BS
3856;ZH
3857;NE
3858;ZH
3859;ZH
3860;ZH
3862;BS
3863;ZH
3864;VD
3865;BE
3866;ZH
3867;Genève
3868;ZH
3869;Genève
3870;BE
3872;VD
3873;BS
3874;VD
3875;VD
3876;Genève
3877;BE
3878;Genève
3879;Genève
3880;ZH
3881;VD
3882;Genève
3883;NE
3884;BE
3885;Genève
3886;BE
3887;Genève
3888;ZH
3889;ZH
3890;BS
3891;VD
3892;VD
3893;BE
3894;ZH
3895;NE
3896;NE
3897;BE
3898;VD
3899;VD
3900;ZH
3901;ZH
3902;VD
3903;BE
3904;BE
3905;BE
3906;VD
3907;ZH
3908;ZH
3909;ZH
3910;ZH
3911;ZH
3912;ZH
3913;ZH
3914;ZH
3915;ZH
3916;ZH
3917;AG
3918;BS
3919;AG
3920;Genève
3922;FR
3923;VD
3924;Genève
3925;ZH
3926;FR
3927;NE
3928;VD
3929;FR
3931;ZH
3932;VD
3933;
3934;ZH
3935;BS
3936;BS
3937;Genève
3938;BE
3939;BE
3940;Genève
3941;BS
3942;ZH
3943;ZH
3944;BE
3945;Genève
3946;BE
3947;Genève
3948;Genève
3949;Genève
3950;Genève
3951;FR
3952;Genève
3953;NE
3954;NE
3955;BS
3956;BS
3957;BE
3958;FR
3959;BE
3960;ZH
3961;Genève
3962;ZH
3963;FR
3964;ZH
3965;ZH
3966;VD
3967;ZH
3968;Genève
3969;Genève
3970;ZH
3971;ZH
3972;ZH
3973;VD
3974;NE
3975;ZH
3976;Genève
3977;ZH
3978;ZH
3979;ZH
3980;NE
3981;VD
3982;SG
3983;FR
3984;NE
3985;Genève
3986;Genève
3987;NE
3988;ZH
3989;BS
3990;VD
3991;Genève
3992;BS
3993;Genève
3994;BE
3995;VD
3996;ZH
3997;Genève
3998;Genève
4000;VD
4001;VD
4002;ZH
4003;BS
4004;VD
4005;ZH
4006;BS
4007;ZH
4008;GR
4009;VD
4010;ZH
4011;ZH
4012;ZH
4013;ZH
4014;BE
4015;BE
4016;VD
4017;VD
4018;VD
4019;Genève
4020;ZH
4021;ZH
4022;FR
4023;VD
4024;ZH
4025;ZH
4026;BS
4027;ZH
4029;VD
4031;Genève
4032;VD
4035;BS
4037;Genève
4038;ZH
4039;FR
4040;ZH
4041;BS
4043;FR
4047;ZH
4048;BS
4049;VD
4050;ZH
4051;ZH
4053;ZH
4054;BS
4055;BE
4057;VD
4058;VD
4059;ZH
4060;ZH
4063;BE
4064;ZH
4066;ZH
4067;BE
4068;Genève
4069;Genève
4070;Genève
4071;Genève
4072;BE
4073;Genève
4074;ZH
4075;ZH
4076;ZH
4077;VD
4078;Genève
4079;ZH
4080;BE
4081;BE
4082;VD
4083;VD
4084;BS
4085;VD
4086;ZH
4087;BS
4088;ZH
4089;BS
4090;VD
4091;BS
4092;BS
4093;VD
4094;VD
4095;VD
4096;ZH
4097;BS
4098;ZH
4099;BE
4100;VD
4101;FR
4102;NE
4103;ZH
4104;VD
4105;NE
4106;BE
4107;VD
4108;ZH
4109;ZH
4110;ZH
4111;ZH
4112;NE
4113;ZH
4114;BS
4115;BE
4116;BE
4117;VD
4118;VD
4119;ZH
4121;VD
4122;VD
4123;VD
4124;VD
4125;NE
4126;VD
4127;VD
4128;ZH
4129;ZH
4130;ZH
4131;ZH
4132;ZH
4133;ZH
4134;Genève
4135;NE
4136;BE
4137;ZH
4139;ZH
4142;VD
4143;ZH
4144;ZH
4145;ZH
4146;ZH
4147;ZH
4149;ZH
4150;ZH
4152;VD
4153;BS
4154;VD
4155;VD
4156;VD
4157;NE
4158;Genève
4159;VD
4160;Genève
4165;ZH
4166;
4167;VD
4170;ZH
4171;BE
4172;BS
4173;Genève
4174;Genève
4175;Genève
4176;BE
4177;ZH
4178;FR
4179;Genève
4180;ZH
4181;ZH
4182;BS
4183;BS
4184;ZH
4185;VD
4186;ZH
4187;ZH
4188;ZH
4189;ZH
4190;ZH
4191;Genève
4192;Genève
4193;Genève
4194;Genève
4195;Genève
4196;Genève
4197;FR
4198;ZH
4199;BS
4200;ZH
4201;BE
4202;VD
4203;FR
4204;NE
4205;ZH
4206;VD
4207;NE
4208;BE
4209;VD
4210;ZH
4211;ZH
4212;BS
4213;ZH
4214;NE
4215;ZH
4216;VD
4217;BE
4218;VD
4219;VD
4220;VD
4221;VD
4222;VD
4223;ZH
4224;ZH
4226;ZH
4227;ZH
4228;ZH
4229;BS
4230;BS
4231;ZH
4232;ZH
4233;BE
4234;ZH
4235;ZH
4236;ZH
4237;FR
4238;VS
4239;VD
4240;ZH
4241;Genève
4242;BS
4243;ZH
4244;ZH
4245;ZH
4246;ZH
4247;BS
4248;VD
4249;VD
4250;SG
4251;ZH
4252;VD
4253;BS
4254;ZH
4255;ZH
4257;VD
4258;VD
4260;VD
4261;ZH
4262;NE
4263;BE
4264;ZH
4265;VD
4266;VD
4267;BE
4268;VD
4269;
4270;FR
4271;SG
4272;Genève
4273;BE
4274;VD
4275;Genève
4276;
4277;BE
4278;BS
4279;Genève
4280;ZH
4281;BS
4282;BS
4283;BS
4284;ZH
4285;Genève
4286;VD
4287;VD
4288;VD
4289;BS
4290;ZH
4291;ZH
4292;ZH
4293;BE
4294;ZH
4295;VD
4296;ZH
4297;Genève
4299;ZH
4300;Genève
4301;BE
4302;NE
4303;ZH
4304;ZH
4305;BE
4306;ZH
4307;ZH
4308;ZH
4309;Genève
4310;Genève
4311;VD
4312;BS
4313;NE
4314;Genève
4315;ZH
4316;BS
4317;Genève
4318;Genève
4319;ZH
4320;VD
4321;Genève
4322;BE
4323;ZH
4324;ZH
4325;VD
4326;BS
4327;Genève
4328;Genève
4329;VD
4330;VD
4331;NE
4332;ZH
4333;ZH
4334;VD
4335;ZH
4336;VD
4337;ZH
4338;ZH
4339;VD
4340;VD
4341;VD
4342;NE
4343;Genève
4344;VD
4345;VD
4346;VD
4347;VD
4348;ZH
4349;BS
4350;ZH
4351;BE
4352;ZH
4353;Genève
4354;BS
4355;NE
4356;NE
4357;Genève
4358;ZH
4359;Genève
4360;ZH
4361;ZH
4362;BS
4363;BE
4364;ZH
4365;NE
4366;ZH
4367;NE
4368;VD
4369;ZH
4370;BS
4371;TI
4373;NE
4374;BE
4375;BE
4376;ZH
4377;ZH
4378;VD
4379;BE
4381;ZH
4382;FR
4384;NE
4385;BE
4386;ZH
4387;VD
4388;BE
4389;Genève
4390;
4391;BE
4392;Genève
4393;Genève
4394;Genève
4395;ZH
4396;ZH
4397;GR
4398;BS
4399;BS
4400;BS
4401;BS
4402;BS
4403;FR
4404;Genève
4405;Genève
4406;ZH
4407;ZH
4408;ZH
4409;ZH
4410;ZH
4411;BE
4412;BE
4413;FR
4414;Genève
4415;Genève
4417;ZH
4418;BE
4419;BE
4420;BE
4421;BE
4422;BE
4423;NE
4424;ZH
4425;ZH
4426;ZH
4427;ZH
4429;VD
4430;ZH
4431;ZH
4432;ZH
4433;ZH
4434;ZH
4435;Genève
4436;NE
4437;VD
4438;ZH
4439;BS
4440;ZH
4441;Genève
4442;Genève
4443;BS
4444;Genève
4445;Genève
4446;Genève
4447;Genève
4448;VD
4449;VD
4450;Genève
4451;ZH
4452;VD
4453;ZH
4454;VD
4455;ZH
4456;ZH
4457;VD
4458;VD
4459;ZH
4460;BE
4461;NE
4462;ZH
4463;ZH
4464;VD
4465;VD
4466;NE
4467;VD
4468;VD
4469;VD
4470;Genève
4471;VD
4472;ZH
4473;VD
4474;ZH
4475;NE
4476;BS
4477;VD
4478;Genève
4479;NE
4480;Genève
4481;NE
4482;BE
4483;NE
4484;BE
4485;Genève
4486;Genève
4487;ZH
4488;VD
4489;ZH
4490;ZH
4491;VD
4492;VD
4493;BE
4494;VD
4495;VD
4496;ZH
4497;BS
4498;ZH
4499;AG
4501;BS
4502;BS
4503;ZH
4504;VD
4506;VD
4508;VD
4509;VD
4510;NE
4511;Genève
4512;ZH
4514;ZH
4516;ZH
4517;FR
4518;BS
4519;VD
4520;ZH
4523;ZH
4524;Genève
4525;BE
4526;ZH
4527;ZH
4528;ZH
4529;ZH
4530;VD
4531;ZH
4532;ZH
4533;ZH
4534;ZH
4535;ZH
4536;ZH
4537;ZH
4538;ZH
4539;BE
4540;BS
4541;BE
4542;NE
4543;FR
4544;ZH
4546;ZH
4547;ZH
4548;ZH
4549;BE
4550;BE
4551;Genève
4552;Genève
4553;Genève
4554;Genève
4555;ZH
4556;ZH
4557;VD
4558;BS
4559;BE
4560;BE
4561;BE
4563;VD
4564;VD
4565;FR
4566;BS
4567;BS
4568;BS
4569;BS
4570;BS
4571;VD
4572;ZH
4573;VD
4574;VD
4575;VD
4576;ZH
4577;ZH
4578;VD
4579;ZH
4580;BE
4581;FR
4582;NE
4583;ZH
4584;VD
4585;VD
4586;BE
4587;ZH
4588;ZH
4589;ZH
4590;ZH
4591;ZH
4592;BS
4593;ZH
4594;NE
4595;VD
4596;VD
4597;BE
4598;BE
4599;ZH
4600;BE
4601;VD
4602;VD
4603;VD
4604;VD
4605;VD
4606;BE
4607;ZH
4608;VD
4609;ZH
4610;BE
4611;AG
4613;ZH
4615;ZH
4616;VD
4617;ZH
4620;ZH
4621;ZH
4622;VD
4624;VD
4625;ZH
4626;ZH
4628;ZH
4630;ZH
4631;VD
4632;VD
4634;NE
4635;ZH
4636;VD
4637;BS
4638;BS
4639;ZH
4641;ZH
4643;VD
4645;ZH
4646;NE
4649;ZH
4650;ZH
4651;BS
4652;BS
4653;ZH
4654;ZH
4655;BE
4656;ZH
4657;Genève
4658;FR
4659;Genève
4660;ZH
4661;BS
4662;BE
4663;FR
4664;VD
4665;BE
4666;VD
4667;ZH
4668;Genève
4669;BS
4670;VD
4671;VD
4672;ZH
4673;VD
4674;VD
4675;BS
4676;VD
4677;VD
4678;VD
4679;ZH
4680;Genève
4681;Genève
4682;VD
4683;ZH
4684;ZH
4685;BE
4686;VD
4687;Genève
4688;Genève
4689;NE
4690;VD
4691;NE
4692;NE
4693;NE
4694;ZH
4695;ZH
4696;Genève
4697;Genève
4698;ZH
4699;BS
4700;BE
4701;BS
4702;ZH
4703;ZH
4704;ZH
4705;ZH
4706;ZH
4707;NE
4708;VD
4709;VD
4710;BS
4711;Genève
4712;ZH
4713;VD
4714;Genève
4715;ZH
4716;ZH
4717;Genève
4718;Genève
4719;ZH
4720;BE
4721;BE
4722;VD
4723;ZH
4724;Genève
4725;BE
4726;VD
4727;NE
4728;VD
4729;VD
4730;BE
4731;Genève
4732;VD
4733;Genève
4734;VD
4735;ZH
4736;VD
4738;VD
4739;ZH
4740;ZH
4741;VD
4742;BS
4744;BS
4745;NE
4746;VD
4747;VD
4748;ZH
4749;ZH
4750;ZH
4751;ZH
4752;ZH
4753;ZH
4755;Genève
4756;FR
4758;NE
4759;VD
4761;Île-de-France
4762;NE
4763;NE
4764;VD
4765;BE
4766;VD
4768;VD
4769;VD
4770;GR
4771;ZH
4772;ZH
4773;
4774;ZH
4775;ZH
4776;BE
4778;VD
4779;ZH
4780;ZH
4781;BS
4782;ZH
4783;ZH
4784;VD
4785;Genève
4786;Genève
4787;ZH
4788;ZH
4789;ZH
4790;ZH
4791;ZH
4792;Genève
4793;ZH
4795;ZH
4796;VD
4798;BS
4799;ZH
4800;Genève
4801;
4802;Genève
4803;ZH
4804;BS
4805;BE
4806;ZH
4807;NE
4808;ZH
4809;Genève
4810;Genève
4811;VD
4812;NE
4813;ZH
4814;ZH
4815;BE
4816;NE
4817;ZH
4818;VD
4819;FR
4820;VD
4821;VD
4822;BS
4823;FR
4824;VD
4825;ZH
4826;VD
4827;VD
4828;Genève
4829;ZH
4830;BS
4831;BE
4832;ZH
4833;VD
4834;VD
4835;FR
4836;BS
4837;ZH
4838;VD
4839;ZH
4840;BE
4841;ZH
4842;Genève
4843;Genève
4844;Genève
4845;VD
4846;ZH
4847;VD
4848;VD
4849;ZH
4850;BE
4851;BE
4852;ZH
4853;FR
4854;ZH
4858;NE
4859;ZH
4860;VD
4861;ZH
4862;BS
4863;ZH
4865;BE
4866;ZH
4868;ZH
4869;AG
4870;BE
4871;ZH
4872;NE
4873;VD
4875;FR
4876;ZH
4877;VD
4878;VD
4879;VD
4880;VD
4881;VD
4882;Genève
4883;ZH
4885;ZH
4887;VD
4888;NE
4889;BE
4890;VD
4891;ZH
4892;VD
4895;VD
4896;
4897;BE
4898;Genève
4900;BE
4901;ZH
4902;BS
4903;BE
4904;ZH
4905;ZH
4906;ZH
4907;VD
4908;TI
4909;VD
4910;ZH
4912;Genève
4913;ZH
4914;BS
4915;BS
4916;BE
4917;ZH
4918;ZH
4919;ZH
4920;Genève
4921;ZH
4922;NE
4923;Genève
4924;Genève
4925;BE
4926;ZH
4927;ZH
4928;BS
4929;Genève
4930;VD
4931;ZH
4932;GR
4933;ZH
4934;BS
4935;Genève
4936;VD
4937;VD
4938;BE
4939;BE
4940;BS
4941;BE
4942;VD
4943;NE
4944;FR
4945;Genève
4946;ZH
4947;BE
4948;ZH
4949;VD
4950;Genève
4951;BS
4952;VD
4953;VD
4954;BS
4955;
4956;ZH
4957;ZH
4958;Genève
4959;Genève
4960;Genève
4961;VD
4962;NE
4963;ZH
4964;Genève
4965;BE
4966;BS
4967;ZH
4968;BE
4969;NE
4970;Genève
4971;Genève
4972;VD
4973;BE
4974;ZH
4975;ZH
4976;NE
4977;ZH
4978;Genève
4979;BS
4980;NE
4981;Genève
4982;ZH
4983;FR
4984;VD
4985;Genève
4986;FR
4987;ZH
4988;
4989;BE
4990;NE
4991;VD
4992;BE
4993;ZH
4994;BE
4995;BE
4996;ZH
4997;VD
4998;ZH
4999;ZH
5000;VD
5001;VD
5002;ZH
5003;ZH
5004;Genève
5005;ZH
5006;VD
5007;Genève
5008;ZH
5011;ZH
5012;ZH
5013;NE
5014;ZH
5015;ZH
5017;Genève
5018;ZH
5019;ZH
5021;NE
5022;NE
5024;AG
5025;VD
5026;VD
5027;FR
5028;NE
5030;Genève
5031;VD
5032;VD
5033;VD
5035;VD
5037;NE
5038;BE
5039;ZH
5040;ZH
5044;ZH
5045;VD
5047;VD
5048;Genève
5049;VD
5050;BS
5053;ZH
5054;AG
5055;BE
5056;ZH
5057;ZH
5058;ZH
5059;VD
5060;VD
5061;ZH
5062;ZH
5063;NE
5064;ZH
5066;BS
5067;NE
5069;NE
5070;ZH
5071;ZH
5072;ZH
5073;ZH
5074;ZH
5075;ZH
5076;ZH
5078;VD
5079;ZH
5080;ZH
5082;ZH
5083;ZH
5084;ZH
5085;ZH
5086;ZH
5087;ZH
5088;VD
5089;ZH
5090;VD
5091;ZH
5092;ZH
5093;ZH
5094;BS
5095;ZH
5096;VD
5097;ZH
5098;BS
5099;VD
5100;BS
5101;VD
5102;BE
5103;BS
5104;ZH
5105;BS
5106;BE
5107;VD
5108;FR
5109;BE
5110;BE
5111;ZH
5112;FR
5113;Genève
5114;BE
5115;BE
5116;BE
5117;ZH
5118;VD
5119;Genève
5120;Genève
5121;VD
5122;VD
5123;Genève
5124;ZH
5125;ZH
5126;NE
5127;VD
5128;NE
5129;NE
5130;VD
5131;VD
5132;ZH
5133;ZH
5134;VD
5135;VD
5136;BS
5137;Genève
5138;NE
5139;Genève
5140;BS
5141;ZH
5142;VD
5143;VD
5144;VD
5145;VD
5146;BE
5147;ZH
5148;ZH
5150;FR
5151;FR
5152;VD
5153;ZH
5155;ZH
5157;AG
5159;ZH
5160;ZH
5161;ZH
5162;ZH
5164;ZH
5165;ZH
5167;ZH
5168;BS
5169;BS
5170;VD
5171;VD
5172;ZH
5173;BE
5175;VD
5176;VD
5177;ZH
5178;NE
5179;BS
5180;ZH
5181;ZH
5182;NE
5183;ZH
5184;BE
5186;VD
5187;VD
5188;VD
5189;VD
5190;ZH
5191;Genève
5192;VD
5193;NE
5194;
5195;VD
5196;VD
5197;VD
5198;VD
5199;VD
5200;ZH
5201;VD
5202;BE
5203;VD
5204;VD
5205;ZH
5206;VD
5207;ZH
5208;VD
5209;
5210;ZH
5211;VD
5212;VD
5213;Genève
5214;BE
5215;Genève
5216;BE
5217;Genève
5218;BE
5219;VD
5220;ZH
5221;Genève
5222;Genève
5223;ZH
5224;BS
5225;VD
5226;NE
5227;ZH
5228;ZH
5229;ZH
5230;VD
5231;VD
5233;ZH
5234;ZH
5235;ZH
5236;ZH
5237;ZH
5238;Genève
5239;VD
5240;ZH
5241;VD
5242;ZH
5243;ZH
5244;VD
5245;VD
5246;NE
5247;VD
5248;VD
5249;VD
5250;VD
5251;Genève
5252;ZH
5253;VD
5254;VD
5255;ZH
5256;VD
5257;BE
5258;NE
5259;Genève
5260;Genève
5261;ZH
5262;Genève
5263;NE
5264;VD
5265;VD
5266;VD
5267;ZH
5268;ZH
5269;BS
5270;VD
5271;VD
5272;ZH
5273;BS
5274;VD
5275;VD
5276;VD
5277;VD
5278;VD
5279;BE
5280;VD
5281;VD
5282;BE
5283;Genève
5284;ZH
5285;BE
5286;ZH
5287;BE
5288;ZH
5289;VD
5290;BS
5291;VD
5292;ZH
5293;ZH
5294;ZH
5295;VD
5296;ZH
5297;ZH
5298;
5299;VD
5300;ZH
5301;ZH
5302;Genève
5303;ZH
5304;Genève
5305;ZH
5306;ZH
5307;VD
5308;VD
5309;Genève
5310;ZH
5311;ZH
5312;VD
5314;Genève
5315;ZH
5316;ZH
5317;ZH
5318;ZH
5319;VD
5321;BS
5322;Genève
5323;NE
5324;ZH
5325;VD
5327;ZH
5328;BE
5329;ZH
5330;ZH
5331;BS
5332;VD
5333;ZH
5335;ZH
5336;VD
5337;ZH
5338;ZH
5339;ZH
5340;BE
5342;VD
5344;ZH
5345;BS
5346;NE
5347;ZH
5348;ZH
5349;ZH
5350;Genève
5351;BS
5352;ZH
5353;BE
5354;ZH
5355;AG
5356;ZH
5357;ZH
5358;ZH
5359;ZH
5360;ZH
5364;ZH
5365;VD
5366;VD
5367;VD
5368;VD
5369;BE
5370;BE
5371;ZH
5372;BS
5373;BE
5374;FR
5375;BS
5376;Genève
5377;Genève
5378;ZH
5379;ZH
5380;Genève
5381;ZH
5382;ZH
5383;BS
5384;ZH
5385;Genève
5386;VD
5387;Genève
5388;Genève
5389;ZH
5390;BE
5391;Genève
5392;NE
5393;TI
5394;BE
5395;BE
5396;VD
5397;BE
5398;NE
5399;ZH
5400;Genève
5401;Genève
5402;ZH
5404;VD
5405;ZH
5406;ZH
5407;ZH
5408;FR
5409;VD
5410;VD
5411;BS
5412;BS
5413;NE
5414;ZH
5415;ZH
5416;VD
5417;ZH
5418;VD
5419;FR
5420;VD
5421;BE
5422;ZH
5424;AG
5425;VD
5426;ZH
5427;ZH
5428;ZH
5429;ZH
5430;ZH
5431;ZH
5432;VD
5433;BS
5434;Genève
5435;ZH
5436;NE
5437;BE
5438;NE
5440;ZH
5441;Genève
5442;BS
5446;VD
5447;VD
5449;ZH
5450;VD
5451;BS
5452;BS
5453;VD
5454;NE
5455;ZH
5456;BE
5458;VD
5459;BE
5460;Veneto
5461;Genève
5462;ZH
5463;Genève
5464;
5465;FR
5466;ZH
5467;ZH
5468;ZH
5469;BS
5471;ZH
5472;Genève
5473;NE
5475;VD
5476;ZH
5478;ZH
5479;ZH
5480;FR
5481;VD
5482;ZH
5483;ZH
5484;BS
5485;ZH
5486;ZH
5487;Genève
5488;FR
5489;BS
5490;Genève
5491;BS
5492;BS
5493;ZH
5494;Genève
5495;VD
5496;Genève
5497;NE
5498;BS
5499;ZH
5500;BE
5501;Genève
5502;NE
5503;VD
5504;VD
5505;VD
5506;ZH
5507;Genève
5508;ZH
5509;Genève
5510;ZH
5511;BS
5512;Genève
5513;ZH
5514;NE
5515;BS
5516;ZH
5517;BS
5518;FR
5519;ZH
5520;ZH
5521;ZH
5522;Genève
5523;ZH
5524;VD
5525;Genève
5527;VD
5528;VD
5529;VD
5530;BS
5531;NE
5532;ZH
5533;ZH
5534;ZH
5535;VD
5536;VD
5537;Genève
5538;FR
5539;VD
5540;GR
5541;Genève
5542;BE
5543;VD
5544;NE
5545;NE
5546;AG
5547;NE
5548;NE
5549;Île-de-France
5550;VD
5551;ZH
5552;VD
5553;Genève
5554;BS
5555;FR
5556;FR
5557;Genève
5558;Genève
5559;ZH
5560;ZH
5561;VD
5562;ZH
5563;Genève
5564;ZH
5565;VD
5566;VD
5567;FR
5568;ZH
5569;ZH
5570;VD
5571;Genève
5572;ZH
5573;ZH
5574;BE
5575;VD
5576;NE
5577;VD
5578;BE
5579;BE
5580;ZH
5581;ZH
5582;ZH
5584;VD
5585;
5586;ZH
5587;FR
5588;FR
5589;ZH
5590;NE
5592;VD
5594;BS
5595;VD
5596;ZH
5597;BS
5598;VD
5600;VD
5602;Genève
5603;FR
5604;Genève
5605;ZH
5606;VD
5607;ZH
5608;Genève
5609;VD
5610;NE
5612;NE
5613;ZH
5615;ZH
5616;VD
5617;ZH
5619;ZH
5620;ZH
5622;ZH
5623;ZH
5624;FR
5625;Genève
5626;VD
5627;NE
5628;Genève
5629;ZH
5630;VD
5631;ZH
5632;VD
5633;ZH
5634;ZH
5635;BE
5636;BE
5637;VD
5638;VD
5639;VD
5641;BE
5642;VD
5643;VD
5644;BS
5645;VD
5646;Genève
5647;ZH
5648;NE
5649;ZH
5651;VD
5652;VD
5654;VD
5655;BE
5656;Genève
5657;ZH
5658;ZH
5659;ZH
5660;Île-de-France
5661;Genève
5662;ZH
5663;ZH
5664;VD
5665;BE
5666;BE
5669;BE
5671;VD
5672;BS
5673;ZH
5674;BE
5675;BE
5676;Genève
5677;BS
5678;BS
5680;ZH
5681;ZH
5682;Genève
5683;ZH
5684;Genève
5686;ZH
5687;ZH
5688;BE
5690;Genève
5691;Genève
5692;BS
5693;BS
5694;Genève
5696;Genève
5698;VD
5699;ZH
5700;ZH
5701;LU
5702;Genève
5703;Genève
5705;BS
5706;VD
5707;BE
5708;VD
